userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,,
12017,12017,Rowdy Rathore,-2012,140 min,"Action, Comedy, Crime",,
12018,12018,Roy,-2015,146 min,"Action, Drama, Mystery",,
12023,12023,Ru-Ba-Ru,-2008,120 min,"Drama, Romance, Thriller",,
12024,12024,Rudaali,-1993,128 min,Drama,,
12028,12028,Rudraksh,-2004,143 min,"Action, Fantasy, Sci-Fi",,
12029,12029,Rudranetra,-1989,126 min,"Action, Crime, Thriller",,
12030,12030,Rui Ka Bojh,-1997,117 min,Drama,,
12031,12031,Rukh,-2017,106 min,"Drama, Mystery",,
12039,12039,Run,-2004,137 min,"Action, Comedy, Drama",,
12041,12041,Run Bhuumi - Champs Don't Cry,-2015,107 min,Family,,
12042,12042,Run Zindagi Run,-2020,152 min,"Action, Crime, Thriller",,
12043,12043,Rungoli,-1962,136 min,"Musical, Drama, Family",,
12044,12044,Running Shaadi,-2017,114 min,"Comedy, Romance",,
12045,12045,Runway: Love Among Gun Shots...,-2009,102 min,"Action, Crime, Drama",,
12049,12049,Rupaye Dus Karod,-1991,149 min,"Action, Drama, Thriller",,
12050,12050,Rush,-2012,110 min,"Crime, Thriller",,
12052,12052,Rustom,-1982,139 min,Drama,,
12053,12053,Rustom,-2016,148 min,"Crime, Drama, Thriller",,
12054,12054,Rustom Kaun,-1966,131 min,"Action, Adventure",,
12055,12055,Rustom Sohrab,-1967,144 min,"Action, Adventure, Drama",,
12058,12058,Rustom-E-Rome,-1964,106 min,"Action, Adventure, Drama",,
12063,12063,S. P. Parasuram,-1994,140 min,"Action, Drama",,
12065,12065,S.P. Chauhan,-2019,136 min,Drama,,
12068,12068,Saagar,-1985,186 min,"Drama, Romance",,
12072,12072,Saaheb,-1985,150 min,Drama,,
12074,12074,Saajan,-1991,181 min,"Drama, Musical, Romance",,
12076,12076,Saajan Bina Suhagan,-1978,121 min,"Crime, Drama, Family",,
12077,12077,Saajan Chale Sasural,-1996,134 min,"Comedy, Drama",,
12078,12078,Saajan Ka Ghar,-1994,153 min,Drama,,
12086,12086,Saala Khadoos,-2016,109 min,"Action, Drama, Sport",,
12091,12091,Saanch Ko Aanch Nahin,-1979,138 min,"Drama, Family",,
12092,12092,Saand Ki Aankh,-2019,146 min,"Biography, Drama",,
12093,12093,Saanjh,-2017,109 min,"Drama, Family",,
12094,12094,Saanncha,-2008,110 min,Drama,,
12095,12095,Saansein: The Last Breath,-2016,101 min,"Horror, Romance",,
12096,12096,Saaransh,-1984,137 min,Drama,,
12097,12097,Saare Jahaan Se Mehnga...,-2013,120 min,"Comedy, Drama",,
12098,12098,Saari Raat,-2015,83 min,Drama,,
12101,12101,Saat Hindustani,-1969,144 min,"Action, Adventure, Drama",,
12103,12103,Saat Rang Ke Sapne,-1998,171 min,"Drama, Romance",,
12109,12109,Saat Uchakkey,-2016,139 min,Comedy,,
12110,12110,Saath Saath,-1982,117 min,Drama,,
12111,12111,Saathi,-1968,156 min,"Drama, Romance",,
12113,12113,Saathi,-1991,175 min,"Action, Crime, Drama",,
12116,12116,Saathiya,-2002,138 min,"Drama, Family, Romance",,
12117,12117,Saatwan Aasman,-1992,130 min,Drama,,
12118,12118,Saavi: A Bonded Bride,-2015,150 min,Drama,,
12119,12119,Saawan... The Love Season,-2006,123 min,"Drama, Fantasy, Romance",,
12120,12120,Saawariya,-2007,142 min,"Drama, Musical, Romance",,
12122,12122,Saaya,-1989,180 min,Horror,,
12123,12123,Saaya,-2003,135 min,"Drama, Fantasy, Mystery",,
12126,12126,Saaz Aur Awaaz,-1966,135 min,"Drama, Mystery, Romance",,
12129,12129,Saazish,-1975,132 min,"Action, Crime, Thriller",,
12130,12130,Saazish,-1998,140 min,Drama,,
12133,12133,Sab Kushal Mangal,-2020,132 min,Romance,,
12139,12139,Sabki Bajegi Band,-2015,108 min,"Comedy, Drama",,
12140,12140,Saboot,-1980,132 min,"Mystery, Thriller",,
12141,12141,Saboot Mangta Hain Kanoon,-1994,144 min,"Action, Drama",,
12142,12142,Sabrang,-2017,54 min,Drama,,
12145,12145,Sabse Bada Khiladi,-1995,162 min,"Action, Crime, Thriller",,
12148,12148,Sabse Bada Rupaiya,-1976,135 min,Comedy,,
12151,12151,Sabse Badi Ganga Ki Saugandh,-2003,114 min,Action,,
12152,12152,Sabuj Dwiper Raja,-1979,109 min,"Adventure, Drama, Family",,
12156,12156,Sachaa Jhutha,-1970,143 min,"Action, Comedy, Thriller",,
12157,12157,Sachaai,-1969,160 min,"Drama, Comedy, Action",,
12158,12158,Sachai Ki Taqat,-1989,135 min,"Action, Drama",,
12165,12165,Sachin - A Billion Dreams,-2017,138 min,"Documentary, Sport",,
12168,12168,Sacred Evil,-2006,109 min,Drama,,
12170,12170,Sadak,-1991,134 min,"Action, Drama, Romance",,
12171,12171,Sadak 2,-2020,133 min,"Action, Drama",,
12173,12173,Sadda Adda,-2012,130 min,"Comedy, Drama, Romance",,
12175,12175,Sadhna,-1958,137 min,Drama,,
12179,12179,Sadhu Aur Shaitaan,-1968,155 min,"Comedy, Thriller",,
12182,12182,Sadiyaan: Boundaries Divide... Love Unites,-2010,200 min,"Drama, Romance",,
12183,12183,Sadma,-1983,141 min,"Drama, Romance",,
12188,12188,Safar,-1970,137 min,"Drama, Romance",,
12194,12194,Sagai,-1951,129 min,Drama,,
12195,12195,Sagar Sangam,-1988,120 min,Drama,,
12198,12198,Sahara,-1958,135 min,"Drama, Family",,
12200,12200,Sahasa Veerudu Sagara Kanya,-1996,139 min,"Action, Adventure, Fantasy",,
12201,12201,Sahasam,-2013,150 min,"Action, Adventure",,
12203,12203,Saheb Biwi Aur Gangster,-2011,118 min,"Action, Crime, Drama",,
12204,12204,Saheb Biwi Aur Gangster 3,-2018,140 min,"Action, Crime, Drama",,
12205,12205,Saheb Biwi Aur Gangster Returns,-2013,142 min,"Action, Crime, Drama",,
12208,12208,Sahhas,-1981,133 min,Action,,
12209,12209,Sahi Dhandhe Galat Bande,-2011,119 min,"Action, Comedy, Drama",,
12211,12211,Sahib Bibi Aur Ghulam,-1962,152 min,"Drama, Musical",,
12212,12212,Sahibaan,-1993,133 min,"Romance, Drama",,
12221,12221,Saina,-2021,135 min,"Biography, Drama, Sport",,
12222,12222,Sainik,-1993,145 min,"Action, Drama, Romance",,
12223,12223,Sainika,-2002,150 min,"Action, Drama",,
12230,12230,Sajan,-1969,147 min,"Comedy, Mystery, Romance",,
12240,12240,Sajna Saath Nibhana,-1986,132 min,Drama,,
12242,12242,Sakalakala Vallavan,-1982,138 min,"Action, Comedy, Romance",,
12254,12254,Salaakhen,-1998,165 min,"Action, Drama",,
12255,12255,Salaakhen,-1975,129 min,"Action, Thriller",,
12256,12256,Salaam Bacche,-2007,77 min,"Drama, Family",,
12257,12257,Salaam Bombay!,-1988,113 min,"Crime, Drama",,
12261,12261,Salaam Namaste,-2005,158 min,"Comedy, Drama, Romance",,
12262,12262,Salaam Zindagi,-2017,120 min,Drama,,
12263,12263,Salaam-E-Ishq,-2007,216 min,"Comedy, Drama, Musical",,
12270,12270,Salim Langde Pe Mat Ro,-1989,111 min,"Crime, Drama",,
12271,12271,Sallu Ki Shaadi,-2017,109 min,Romance,,
12272,12272,Salma Pe Dil Aa Gaya,-1997,149 min,Drama,,
12283,12283,Samadhan,-1980,128 min,Drama,,
12284,12284,Samadhi,-1950,165 min,Drama,,
12285,12285,Samadhi,-1972,139 min,"Action, Drama, Romance",,
12290,12290,Samaj Ko Badal Dalo,-1970,162 min,Drama,,
12294,12294,Samar,-1998,126 min,Drama,,
12295,12295,Samarasimha Reddy,-1999,148 min,"Action, Drama",,
12296,12296,Samarat Prithviraj Chauvan,-1959,145 min,"Adventure, History, Thriller",,
12300,12300,Samay: When Time Strikes,-2003,136 min,"Crime, Mystery, Thriller",,
12304,12304,Sameer,-2017,129 min,Drama,,
12308,12308,Sampark,-1979,128 min,Drama,,
12310,12310,Sampoorna Mahabharat,-1983,155 min,"Action, Adventure, Drama",,
12313,12313,Sampoorna Ramayana,-1961,183 min,"Drama, Adventure, Action",,
12318,12318,Samraat,-1982,161 min,"Action, Adventure, Comedy",,
12321,12321,Samrat & Co.,-2014,125 min,"Mystery, Thriller",,
12323,12323,Samrat Chandragupt,-1958,105 min,"Adventure, Drama, History",,
12326,12326,Samson,-1964,138 min,"Action, Adventure",,
12329,12329,Samundar,-1986,144 min,"Action, Crime, Drama",,
12339,12339,Sanam,-1997,152 min,"Action, Drama, Romance",,
12341,12341,Sanam Bewafa,-1991,160 min,"Drama, Romance",,
12344,12344,Sanam Re,-2016,120 min,"Drama, Romance",,
12349,12349,Sanam Teri Kasam,-2009,170 min,"Action, Drama, Romance",,
12350,12350,Sanam Teri Kasam,-2016,154 min,"Drama, Musical, Romance",,
12353,12353,Sandakozhi,-2005,151 min,Action,,
12354,12354,Sandeep Aur Pinky Faraar,-2021,125 min,"Comedy, Crime, Drama",,
12364,12364,Sandwich,-2006,152 min,"Comedy, Thriller",,
12365,12365,Sangam,-1964,238 min,"Drama, Musical, Romance",,
12374,12374,Sangdil,-1952,150 min,"Drama, Mystery, Romance",,
12377,12377,Sangdil Sanam,-1994,156 min,"Drama, Romance",,
12381,12381,Sangeet,-1992,144 min,"Drama, Romance",,
12385,12385,Sangharsh,-1999,127 min,"Action, Crime, Drama",,
12389,12389,Sangram,-1950,139 min,Drama,,
12390,12390,Sangram,-1993,156 min,"Drama, Romance",,
12393,12393,Sanjh Aur Savera,-1964,134 min,"Drama, Family",,
12396,12396,Sanjog,-1943,122 min,"Comedy, Drama",,
12398,12398,Sanjog,-1972,150 min,"Comedy, Drama, Family",,
12399,12399,Sanjog,-1985,148 min,Drama,,
12400,12400,Sanju,-2018,155 min,"Biography, Comedy, Drama",,
12404,12404,Sankat City,-2009,120 min,"Comedy, Crime, Drama",,
12406,12406,Sankham,-2009,155 min,"Action, Comedy",,
12407,12407,Sankoch,-1976,113 min,"Drama, Romance",,
12408,12408,Sannata,-1981,125 min,"Horror, Mystery",,
12415,12415,Sanshodhan,-1996,165 min,Drama,,
12420,12420,Sant Dnyaneshwar,-1940,139 min,Fantasy,,
12421,12421,Sant Dnyaneshwar,-1940,137 min,Biography,,
12423,12423,Sant Gyaneshwar,-1982,129 min,"Biography, History",,
12430,12430,Sant Tukaram,-1937,131 min,Biography,,
12434,12434,Santa Banta Pvt Ltd,-2016,112 min,"Comedy, Crime, Drama",,
12435,12435,Santaan,-1993,161 min,"Drama, Family",,
12438,12438,Santosh,-1989,146 min,"Drama, Family",,
12440,12440,Santosham,-2002,150 min,"Drama, Romance",,
12442,12442,Sanyasi,-1975,155 min,Drama,,
12453,12453,Sapne Saajan Ke,-1992,162 min,"Drama, Romance",,
12457,12457,Sapnon Ka Saudagar,-1968,168 min,Romance,,
12460,12460,Sapoot,-1996,158 min,"Action, Crime, Drama",,
12467,12467,Sara Akash,-1969,100 min,Drama,,
12469,12469,Sarabha,-2018,137 min,Fantasy,,
12472,12472,Saranga,-1961,130 min,"Action, Drama, Romance",,
12473,12473,Saraswathi Sabatham,-1966,159 min,"Comedy, Drama, Fantasy",,
12475,12475,Saraswatichandra,-1968,156 min,"Drama, Romance",,
12476,12476,Sarbjit,-2016,131 min,"Biography, Drama",,
12477,12477,Sardaar Gabbar Singh,-2016,164 min,"Action, Comedy, Crime",,
12479,12479,Sardar,-1993,175 min,"Biography, Drama, History",,
12482,12482,Sardar Ka Grandson,-2021,139 min,"Comedy, Drama, Romance",,
12484,12484,Sardari Begum,-1996,116 min,Drama,,
12486,12486,Sarfarosh,-1985,157 min,Drama,,
12487,12487,Sarfarosh,-1999,174 min,"Action, Drama",,
12492,12492,Sargam,-1979,145 min,"Musical, Romance",,
12493,12493,Sargam,-1950,135 min,"Drama, Family",,
12495,12495,Sargoshiyan,-2017,106 min,Drama,,
12497,12497,Sarhad,-1960,118 min,Drama,,
12498,12498,Sarhad Paar,-2006,117 min,"Action, Drama",,
12502,12502,Sarivar Sari,-2005,126 min,Drama,,
12504,12504,Sarkar,-2005,124 min,"Action, Crime, Drama",,
12505,12505,Sarkar 3,-2017,130 min,"Action, Crime, Drama",,
12506,12506,Sarkar Raj,-2008,125 min,"Action, Crime, Drama",,
12507,12507,Sarkari Mehman,-1979,135 min,"Drama, Family",,
12517,12517,Sasti Dulhan Mahenga Dulha,-1986,148 min,Drama,,
12521,12521,Sasural,-1984,164 min,"Drama, Family",,
12523,12523,Satah Se Uthata Aadmi,-1980,114 min,Drama,,
12524,12524,Satellite Shankar,-2019,135 min,"Action, Drama",,
12526,12526,Sathyam,-2008,137 min,"Action, Drama",,
12558,12558,Satrangee Parachute,-2011,115 min,"Comedy, Drama, Family",,
12559,12559,Satta,-2003,153 min,"Crime, Drama",,
12561,12561,Satte Pe Satta,-1982,160 min,"Action, Comedy, Drama",,
12562,12562,Satya,-1998,170 min,"Action, Crime, Drama",,
12563,12563,Satya 2,-2013,142 min,"Action, Crime, Drama",,
12566,12566,Satyagraha,-2013,152 min,Drama,,
12567,12567,Satyajit Ray,-1982,131 min,"Documentary, Biography",,
12568,12568,Satyakam,-1969,175 min,Drama,,
12569,12569,Satyam Shivam Sundaram: Love Sublime,-1978,172 min,"Drama, Romance",,
12571,12571,Satyameva Jayate,-2000,141 min,"Crime, Thriller",,
12572,12572,Satyameva Jayate,-2018,140 min,"Action, Crime, Drama",,
12579,12579,Sau Crore,-1991,158 min,"Mystery, Thriller",,
12581,12581,Sau Jhooth Ek Sach,-2004,110 min,"Drama, Thriller",,
12590,12590,Sauda,-1995,132 min,Romance,,
12593,12593,Saudagar,-1973,131 min,"Drama, Family",,
12594,12594,Saudagar,-1991,213 min,"Action, Drama, Romance",,
12599,12599,Saugandh,-1991,153 min,"Action, Drama, Romance",,
12601,12601,Saugandh Geeta Ki,-2001,97 min,Action,,
12603,12603,Sautela,-1999,139 min,Action,,
12605,12605,Sautela Bhai,-1996,144 min,Drama,,
12614,12614,Saveray Wali Gaadi,-1986,135 min,Drama,,
12619,12619,Sawaal,-1982,123 min,"Drama, Family, Romance",,
12625,12625,Sawan Bhadon,-1970,155 min,"Action, Romance, Thriller",,
12627,12627,Sawan Ki Ghata,-1966,136 min,"Musical, Romance",,
12628,12628,Sawan Ko Aane Do,-1979,153 min,"Musical, Drama, Romance",,
12629,12629,Say Salaam India: 'Let's Bring the Cup Home',-2007,130 min,"Drama, Sport",,
12630,12630,Say Yes to Love,-2012,115 min,Romance,,
12632,12632,Sayonee,-2020,111 min,"Action, Musical, Romance",,
12634,12634,Sazaa,-1951,111 min,"Drama, Family",,
12650,12650,Scorned,-2020,104 min,Thriller,,
12651,12651,Scotland,-2019,120 min,Crime,,
12653,12653,Scream of the Ants,-2006,85 min,"Adventure, Drama",,
12657,12657,Searching for Sheela,-2021,58 min,"Documentary, Biography, Crime",,
12658,12658,Seasons Greeting,-2019,47 min,Drama,,
12659,12659,Second Hand Husband,-2015,105 min,"Comedy, Romance",,
12661,12661,Second Marriage Dot Com,-2012,130 min,Drama,,
12668,12668,Secret Superstar,-2017,150 min,"Drama, Music",,
12673,12673,Secrets of Sinauli,-2021,56 min,"Documentary, History",,
12675,12675,Section 375,-2019,124 min,"Crime, Drama, Mystery",,
12679,12679,Seeking Happily Ever After,-2018,104 min,"Drama, Romance",,
12681,12681,Seeking True Love,-2017,116 min,"Comedy, Romance",,
12685,12685,Seema,-1955,140 min,Drama,,
12688,12688,Seeta Aur Geeta,-1972,162 min,"Adventure, Comedy, Drama",,
12693,12693,Seetharamula Kalyanam Lankalo,-2010,142 min,"Action, Comedy, Drama",,
12694,12694,Seevalaperi Pandi,-1994,114 min,"Action, Thriller",,
12695,12695,Sehar,-2005,125 min,"Action, Crime, Drama",,
12703,12703,Sengottai,-1996,150 min,Action,,
12704,12704,Serious Men,-2020,114 min,"Comedy, Drama",,
12706,12706,Setters,-2019,126 min,Thriller,,
12718,12718,Shaadi Abhi Baaki Hai,-2017,127 min,Drama,,
12723,12723,Shaadi Karke Phas Gaya Yaar,-2006,152 min,"Comedy, Drama, Romance",,
12724,12724,Shaadi Ke Baad,-1972,134 min,Comedy,,
12725,12725,Shaadi ke patasey,-2019,90 min,Drama,,
12727,12727,Shaadi Ke Side Effects,-2014,145 min,"Comedy, Romance",,
12728,12728,Shaadi Mein Zaroor Aana,-2017,137 min,"Drama, Romance",,
12729,12729,Shaadi No. 1,-2005,129 min,Comedy,,
12731,12731,Shaadi Se Pehle,-2006,122 min,"Comedy, Musical, Romance",,
12733,12733,Shaadi Teri Bajayenge Hum Band,-2018,140 min,Comedy,,
12734,12734,Shaadisthan,-2021,94 min,"Drama, Musical",,
12736,12736,Shaan,-1980,181 min,"Action, Adventure, Crime",,
12740,12740,Shaandaar,-2015,144 min,"Comedy, Drama, Romance",,
12743,12743,Shaapit: The Cursed,-2010,145 min,"Adventure, Horror, Romance",,
12748,12748,Shabd,-2005,140 min,"Drama, Thriller",,
12751,12751,Shabnam,-1949,154 min,"Drama, Family, Romance",,
12755,12755,Shabnam Mausi,-2005,150 min,"Action, Biography, Drama",,
12757,12757,Shabri,-2011,98 min,"Action, Crime, Drama",,
12758,12758,Shackle,-2015,99 min,Drama,,
12768,12768,Shagird,-2011,143 min,"Action, Crime, Drama",,
12776,12776,Shaheed,-1948,164 min,"Drama, Romance",,
12777,12777,Shaheed,-1965,150 min,"Biography, Drama, History",,
12783,12783,Shaheed-E-Azam,-2002,173 min,"Biography, Drama, History",,
12788,12788,Shahenshah,-1988,175 min,"Action, Adventure",,
12789,12789,Shahenshah,-1953,123 min,Action,,
12804,12804,Shahid,-2012,129 min,"Biography, Drama",,
12805,12805,Shahjehan,-1946,121 min,"Drama, History, Romance",,
12806,12806,Shahji ki Advice,-2006,73 min,Comedy,,
12810,12810,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,-2010,89 min,"Comedy, Drama",,
12816,12816,Shair,-1949,138 min,Romance,,
12817,12817,Shaitaan,-1974,121 min,"Action, Crime, Drama",,
12819,12819,Shaitan,-2011,121 min,"Action, Crime, Drama",,
12829,12829,Shaitani Dracula,-2006,79 min,Horror,,
12830,12830,Shaitani Ilaaka,-1990,128 min,Horror,,
12835,12835,Shakal Pe Mat Ja,-2011,140 min,"Comedy, Crime, Drama",,
12836,12836,Shakalaka Boom Boom,-2007,129 min,"Drama, Musical, Romance",,
12838,12838,Shakeela,-2020,126 min,"Biography, Drama",,
12839,12839,Shakespeare-Wallah,-1965,120 min,"Drama, Romance",,
12841,12841,Shakthi: The Power,-2002,170 min,"Action, Drama",,
12842,12842,Shakti,-1982,166 min,"Action, Crime, Drama",,
12846,12846,Shaktiman,-1993,155 min,"Action, Drama, Romance",,
12850,12850,Shakuntala,-1947,76 min,Drama,,
12851,12851,Shakuntala Devi,-2020,127 min,"Biography, Drama",,
12852,12852,Shalimar,-1978,137 min,"Action, Adventure, Crime",,
12854,12854,Sham Ghansham,-1998,160 min,"Action, Drama",,
12858,12858,Shama,-1961,149 min,"Drama, Musical, Romance",,
12859,12859,Shama Parwana,-1954,147 min,"Drama, Romance",,
12863,12863,Shamitabh,-2015,155 min,Drama,,
12875,12875,Shandaar,-1974,145 min,"Drama, Family",,
12876,12876,Shandar,-1990,146 min,"Action, Comedy, Drama",,
12880,12880,Shanghai,-2012,120 min,"Crime, Drama, Mystery",,
12882,12882,Shankar Dada,-1976,130 min,Drama,,
12885,12885,Shankar Khan,-1966,140 min,"Action, Drama, Sport",,
12888,12888,Shankar Shambhu,-1976,137 min,"Action, Crime, Drama",,
12895,12895,Shanti Kranti,-1991,142 min,"Action, Musical, Romance",,
12896,12896,Shapath,-1984,128 min,Action,,
12897,12897,Shapath,-1997,140 min,Action,,
12899,12899,Sharaabi,-1984,180 min,"Comedy, Drama, Romance",,
12903,12903,Sharada,-1957,128 min,"Drama, Romance, Musical",,
12904,12904,Sharafat,-1970,120 min,"Drama, Romance",,
12905,12905,Sharafat Chhod Di Main Ne,-1976,115 min,Drama,,
12906,12906,Sharafat Gayi Tel Lene,-2015,108 min,"Comedy, Drama, Mystery",,
12908,12908,Sharara,-1984,135 min,Action,,
12912,12912,Shararat,-2002,155 min,"Comedy, Drama, Romance",,
12916,12916,Sharda,-1981,126 min,"Drama, Family",,
12922,12922,Sharmaji Ki Lag Gai,-2019,122 min,Comedy,,
12924,12924,Sharmeelee,-1971,164 min,"Mystery, Musical, Romance",,
12925,12925,Shart,-1969,136 min,"Mystery, Thriller",,
12927,12927,Shart,-1986,134 min,"Drama, Mystery, Thriller",,
12928,12928,Shart: The Challenge,-2004,136 min,"Drama, Romance",,
12931,12931,Shastra,-1996,144 min,"Action, Drama",,
12936,12936,Shatranj,-1969,168 min,"Thriller, Mystery",,
12939,12939,Shatru,-1986,157 min,"Action, Adventure, Crime",,
12942,12942,Shaukeen,-1982,127 min,Comedy,,
12944,12944,Shaukeen Kaminay,-2016,125 min,"Comedy, Drama",,
12946,12946,Shaurya: It Takes Courage to Make Right... Right,-2008,149 min,"Crime, Drama, Thriller",,
12957,12957,Sheesh Mahal,-1950,144 min,Drama,,
12958,12958,Sheesha,-1986,113 min,Drama,,
12964,12964,Sheetalbhabi.com,-2011,115 min,Comedy,,
12966,12966,Shehar Aur Sapna,-1964,120 min,Drama,,
12969,12969,Shehnai,-1947,133 min,Romance,,
12970,12970,Shehri Gabru,-2020,62 min,"Comedy, Crime",,
12974,12974,Sheikh Chilli,-1956,112 min,"Action, Adventure, Comedy",,
12977,12977,Sheitaan,-2017,110 min,Horror,,
12993,12993,Shera,-1999,125 min,Action,,
13009,13009,Sheshnaag,-1990,145 min,"Action, Fantasy, Thriller",,
13013,13013,Shikaar,-2000,135 min,"Action, Mystery",,
13014,13014,Shikar,-1968,139 min,"Mystery, Thriller",,
13017,13017,Shikara,-2020,118 min,"Drama, History, Romance",,
13018,13018,Shikari,-2000,160 min,"Crime, Drama, Thriller",,
13020,13020,Shikari,-1963,139 min,"Action, Adventure, Horror",,
13023,13023,Shikari: The Hunter,-1991,162 min,"Action, Adventure",,
13024,13024,Shikast,-1953,110 min,Drama,,
13026,13026,Shikhar,-2005,162 min,Drama,,
13028,13028,Shikshaa,-1979,125 min,"Drama, Family",,
13032,13032,Shimla Mirchi,-2020,129 min,"Comedy, Romance",,
13034,13034,Ship of Theseus,-2012,139 min,Drama,,
13035,13035,Shirdi Ke Sai Baba,-1977,140 min,"Biography, Drama",,
13036,13036,Shirdi Sai Baba,-2001,150 min,"Drama, Mystery",,
13040,13040,Shirin Farhad Ki Toh Nikal Padi,-2012,111 min,Romance,,
13056,13056,Shiva,-1989,161 min,"Action, Crime, Drama",,
13057,13057,Shiva,-2006,160 min,"Action, Crime, Drama",,
13059,13059,Shiva Ka Insaaf,-1985,125 min,"Action, Adventure, Fantasy",,
13063,13063,Shiva Shakti,-1988,153 min,"Action, Crime, Drama",,
13064,13064,Shivaay,-2016,153 min,"Action, Adventure, Drama",,
13072,13072,Shobhayatra,-2004,100 min,"Comedy, Drama",,
13073,13073,Shobhna's Seven Nights,-2012,105 min,"Drama, Romance",,
13080,13080,Shohrat the Trap,-2018,67 min,Thriller,,
13084,13084,Shola Aur Shabnam,-1961,135 min,"Drama, Family",,
13085,13085,Shola Aur Shabnam,-1992,165 min,"Action, Comedy, Drama",,
13089,13089,Sholay,-1975,162 min,"Action, Adventure, Comedy",,
13092,13092,Shool,-1999,138 min,"Action, Crime, Drama",,
13093,13093,Shoonya,-2006,100 min,Drama,,
13095,13095,Shoorveer,-1988,147 min,Drama,,
13100,13100,Shootout at Lokhandwala,-2007,122 min,"Action, Crime, History",,
13101,13101,Shootout at Wadala,-2013,155 min,"Action, Biography, Crime",,
13102,13102,Shor,-1972,170 min,Drama,,
13103,13103,Shor in the City,-2010,112 min,"Crime, Drama",,
13104,13104,Shor Se Shuruaat,-2016,125 min,Drama,,
13105,13105,Shorgul,-2016,132 min,Drama,,
13106,13106,Shortcut Romeo,-2013,146 min,"Action, Crime, Drama",,
13107,13107,Shortcut Safari,-2016,101 min,"Adventure, Drama, Mystery",,
13108,13108,Shortkut - The Con Is On,-2009,142 min,"Comedy, Drama",,
13109,13109,Shorts,-2013,95 min,Drama,,
13112,13112,Showbiz,-2007,108 min,"Action, Drama, Music",,
13118,13118,Shradhanjali,-1981,139 min,"Drama, Family",,
13125,13125,Shree,-2013,109 min,"Sci-Fi, Thriller",,
13126,13126,Shree 420,-1955,168 min,"Comedy, Crime, Drama",,
13127,13127,Shree Ganesh,-1962,139 min,"Adventure, Drama, Fantasy",,
13130,13130,Shree Krishnarjun Yuddh,-1971,136 min,"Adventure, Drama, History",,
13137,13137,Shreelancer,-2017,93 min,Drama,,
13138,13138,Shreemaan Aashique,-1993,152 min,"Comedy, Romance",,
13142,13142,Shri Datta Darshanam,-1985,143 min,"Musical, Drama",,
13162,13162,Shriman Satyawadi,-1960,146 min,"Action, Crime, Drama",,
13163,13163,Shriman Shrimati,-1982,145 min,"Comedy, Drama, Family",,
13165,13165,Shrimanji,-1968,160 min,"Drama, Family",,
13168,13168,Shringaar,-2013,126 min,"Drama, History",,
13171,13171,Shubh Kaamna,-1983,138 min,"Comedy, Drama",,
13172,13172,Shubh Mangal Savdhan,-2017,119 min,"Comedy, Romance",,
13173,13173,Shubh Mangal Zyada Saavdhan,-2020,117 min,"Comedy, Romance",,
13174,13174,Shubh Raatri,-2020,52 min,Horror,,
13175,13175,Shuddh Desi Romance,-2013,141 min,"Comedy, Drama, Romance",,
13176,13176,Shuddhi,-2017,114 min,"Crime, Drama, Thriller",,
13180,13180,Shukranu,-2020,90 min,Drama,,
13183,13183,Shukriya: Till Death Do Us Apart,-2004,144 min,"Musical, Drama, Family",,
13186,13186,Shuruaat Ka Interval,-2014,99 min,Drama,,
13187,13187,Shuruaat Ka Twist,-2019,142 min,Drama,,
13189,13189,Shuttlecock Boys,-2011,76 min,"Comedy, Drama",,
13195,13195,Siddeshwari,-1990,123 min,Documentary,,
13197,13197,Siddharth,-2013,96 min,Drama,,
13201,13201,Sikandar,-2009,110 min,"Crime, Drama, Mystery",,
13204,13204,Sikandar Sadak Ka,-1999,144 min,"Action, Drama",,
13205,13205,Sikka,-1989,180 min,"Action, Drama",,
13209,13209,Silence Please... The Dressing Room,-2004,100 min,Thriller,,
13210,13210,Silence the Court Is in Session,-2015,105 min,Drama,,
13211,13211,Silence: Can You Hear It,-2021,136 min,"Crime, Thriller",,
13214,13214,Silsiilay,-2005,134 min,Drama,,
13215,13215,Silsila,-1981,182 min,"Drama, Family, Romance",,
13216,13216,Silsila Hai Pyar Ka,-1999,150 min,"Comedy, Drama, Romance",,
13217,13217,Silvat,-2018,45 min,"Drama, Romance",,
13223,13223,Simhadriya Simha,-2002,157 min,"Action, Drama",,
13225,13225,Simmba,-2018,158 min,"Action, Comedy, Crime",,
13226,13226,Simran,-2017,124 min,"Crime, Drama, Thriller",,
13231,13231,Sindhustan,-2019,64 min,"Documentary, Family, History",,
13233,13233,Sindoor,-1987,162 min,"Comedy, Drama",,
13241,13241,Singapore,-1960,135 min,"Crime, Thriller",,
13242,13242,Singh Is Bliing,-2015,141 min,"Action, Comedy",,
13243,13243,Singh Is King,-2008,135 min,"Action, Comedy, Crime",,
13244,13244,Singh Saab the Great,-2013,134 min,"Action, Drama",,
13245,13245,Singham,-2011,143 min,"Action, Crime, Drama",,
13246,13246,Singham,-2019,141 min,"Action, Drama",,
13247,13247,Singham Returns,-2014,142 min,"Action, Crime, Drama",,
13248,13248,Singhasan,-1986,161 min,"Action, Adventure, Romance",,
13254,13254,Sins,-2005,138 min,"Drama, Romance, Thriller",,
13262,13262,Sir,-2018,99 min,"Drama, Romance",,
13263,13263,Sir,-1993,151 min,"Crime, Drama, Romance",,
